subject,lesion_id,lesion_volume,sc_volume,sc_mean,sc_median,sc_std,sc_min,sc_max,sc_5th_percentile,sc_q1,sc_q3,sc_95th_percentile,sc_iqr,sc_no_les_mean,sc_no_les_median,sc_no_les_std,sc_no_les_min,sc_no_les_max,sc_no_les_5th_percentile,sc_no_les_q1,sc_no_les_q3,sc_no_les_95th_percentile,sc_no_les_iqr,les_mean,les_median,les_std,les_min,les_max,les_5th_percentile,les_q1,les_q3,les_95th_percentile,les_iqr,surround_3_mean,surround_3_median,surround_3_std,surround_3_min,surround_3_max,surround_3_5th_percentile,surround_3_q1,surround_3_q3,surround_3_95th_percentile,surround_3_iqr,surround_5_mean,surround_5_median,surround_5_std,surround_5_min,surround_5_max,surround_5_5th_percentile,surround_5_q1,surround_5_q3,surround_5_95th_percentile,surround_5_iqr,surround_7_mean,surround_7_median,surround_7_std,surround_7_min,surround_7_max,surround_7_5th_percentile,surround_7_q1,surround_7_q3,surround_7_95th_percentile,surround_7_iqr,snr,snr_no_les,les_cord_contrast,les_cord-no-les_contrast,surround_3_contrast,surround_5_contrast,surround_7_contrast
sub-32vuiisIngenia06,1,147.45601757812543,12677.121511230505,242968.8376733783,239443.85223388672,71785.02651380512,27106.851196289062,687610.4586791992,136437.81768798828,187037.27325439453,294561.1163330078,361424.6826171875,107523.84307861328,242267.8148672323,238540.29052734375,71667.85778604311,27106.851196289062,687610.4586791992,136437.81768798828,186133.71154785156,293657.55462646484,360521.12091064453,107523.84307861328,302536.3033400641,302693.17169189453,54692.580255375084,145473.43475341797,450877.2915649414,198286.6165008545,272875.63537597656,345160.57189941406,379179.67015075684,72284.9365234375,275104.42091878253,286429.0609741211,69003.53781307765,75899.18334960938,599964.9731445312,147280.5581665039,237636.72882080078,321667.9675292969,365400.35412597645,84031.2387084961,276397.6565934806,286429.0609741211,65217.96991092414,75899.18334960938,599964.9731445312,155774.0382080078,240347.4139404297,323475.0909423828,362328.24432373047,83127.67700195312,279143.90153630427,287332.62268066406,66606.16424358089,75899.18334960938,599964.9731445312,162460.39483642578,241250.97564697266,324378.6526489258,368653.17626953125,83127.67700195312,4.21447644491547,4.221366630536866,0.24516504353847246,0.24876803592693567,0.09971443690241587,0.09456898827846302,0.08380051176119835
